shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
6..S03R,40.822886,-73.887229,82,
6..S03R,40.822818,-73.887286,83,
6..S03R,40.822751,-73.887346,84,
6..S03R,40.822685,-73.887410,85,
6..S03R,40.822620,-73.887477,86,
6..S03R,40.822555,-73.887547,87,
6..S03R,40.822492,-73.887620,88,
6..S03R,40.822430,-73.887697,89,
6..S03R,40.822368,-73.887776,90,
6..S03R,40.821561,-73.889008,91,
6..S03R,40.821524,-73.889064,92,
6..S03R,40.821488,-73.889119,93,
6..S03R,40.821454,-73.889174,94,
6..S03R,40.821422,-73.889228,95,
6..S03R,40.821391,-73.889281,96,
6..S03R,40.821362,-73.889334,97,
6..S03R,40.821334,-73.889385,98,
6..S03R,40.821308,-73.889436,99,
6..S03R,40.821284,-73.889486,100,
6..S03R,40.821261,-73.889535,101,
6..S03R,40.821240,-73.889584,102,
6..S03R,40.821220,-73.889631,103,
6..S03R,40.821202,-73.889678,104,
6..S03R,40.821186,-73.889724,105,
6..S03R,40.821171,-73.889769,106,
6..S03R,40.820948,-73.890549,107,
6..S03R,40.820722,-73.891398,108,
6..S03R,40.820707,-73.891443,109,
6..S03R,40.820691,-73.891488,110,
6..S03R,40.820674,-73.891531,111,
6..S03R,40.820658,-73.891573,112,
6..S03R,40.820641,-73.891613,113,
6..S03R,40.820623,-73.891653,114,
6..S03R,40.820605,-73.891691,115,
6..S03R,40.820587,-73.891728,116,
6..S03R,40.820568,-73.891764,117,
6..S03R,40.820549,-73.891799,118,
6..S03R,40.820529,-73.891833,119,
6..S03R,40.820509,-73.891865,120,
6..S03R,40.820488,-73.891896,121,
6..S03R,40.820467,-73.891926,122,
6..S03R,40.820445,-73.891955,123,
6..S03R,40.816104,-73.896435,124,
6..S03R,40.813738,-73.898882,125,
6..S03R,40.813712,-73.898913,126,
6..S03R,40.813687,-73.898945,127,
6..S03R,40.813663,-73.898978,128,
6..S03R,40.813640,-73.899013,129,
6..S03R,40.813618,-73.899050,130,
6..S03R,40.813597,-73.899087,131,
6..S03R,40.813577,-73.899126,132,
6..S03R,40.813557,-73.899166,133,
6..S03R,40.813539,-73.899208,134,
6..S03R,40.813522,-73.899251,135,
6..S03R,40.813505,-73.899295,136,
6..S03R,40.813489,-73.899341,137,
6..S03R,40.813475,-73.899388,138,
6..S03R,40.813461,-73.899436,139,
6..S03R,40.813447,-73.899485,140,
6..S03R,40.812240,-73.903781,141,
6..S03R,40.812234,-73.903802,142,
6..S03R,40.812227,-73.903822,143,
6..S03R,40.812221,-73.903842,144,
6..S03R,40.812214,-73.903862,145,
6..S03R,40.812206,-73.903883,146,
6..S03R,40.812199,-73.903904,147,
6..S03R,40.812191,-73.903924,148,
6..S03R,40.812183,-73.903946,149,
6..S03R,40.812174,-73.903967,150,
6..S03R,40.812166,-73.903988,151,
6..S03R,40.812157,-73.904010,152,
6..S03R,40.812148,-73.904032,153,
6..S03R,40.812138,-73.904054,154,
6..S03R,40.812128,-73.904076,155,
6..S03R,40.812118,-73.904098,156,
6..S03R,40.812098,-73.904134,157,
6..S03R,40.812078,-73.904171,158,
6..S03R,40.812057,-73.904208,159,
6..S03R,40.812034,-73.904246,160,
6..S03R,40.812011,-73.904285,161,
6..S03R,40.811988,-73.904324,162,
6..S03R,40.811963,-73.904365,163,
6..S03R,40.811937,-73.904406,164,
6..S03R,40.811911,-73.904447,165,
6..S03R,40.811883,-73.904490,166,
6..S03R,40.811855,-73.904533,167,
6..S03R,40.811826,-73.904577,168,
6..S03R,40.811796,-73.904622,169,
6..S03R,40.811765,-73.904667,170,
6..S03R,40.811733,-73.904713,171,
6..S03R,40.810301,-73.906910,172,
6..S03R,40.810267,-73.906952,173,
6..S03R,40.810231,-73.906993,174,
6..S03R,40.810194,-73.907031,175,
6..S03R,40.810156,-73.907067,176,
6..S03R,40.810117,-73.907101,177,
6..S03R,40.810076,-73.907133,178,
6..S03R,40.810034,-73.907163,179,
6..S03R,40.809991,-73.907191,180,
6..S03R,40.809947,-73.907216,181,
6..S03R,40.809831,-73.907266,182,
6..S03R,40.809654,-73.907327,183,
6..S03R,40.808719,-73.907657,184,
6..S03R,40.807076,-73.908222,185,
6..S03R,40.807011,-73.908244,186,
6..S03R,40.806948,-73.908269,187,
6..S03R,40.806887,-73.908298,188,
6..S03R,40.806829,-73.908330,189,
6..S03R,40.806773,-73.908366,190,
6..S03R,40.806719,-73.908405,191,
6..S03R,40.806667,-73.908447,192,
6..S03R,40.806618,-73.908493,193,
6..S03R,40.806570,-73.908543,194,
6..S03R,40.806525,-73.908595,195,
6..S03R,40.806483,-73.908651,196,
6..S03R,40.806442,-73.908711,197,
6..S03R,40.806404,-73.908774,198,
6..S03R,40.806368,-73.908840,199,
6..S03R,40.806334,-73.908910,200,
6..S03R,40.804879,-73.912116,201,
6..S03R,40.804858,-73.912165,202,
6..S03R,40.804841,-73.912214,203,
6..S03R,40.804826,-73.912264,204,
6..S03R,40.804815,-73.912316,205,
6..S03R,40.804807,-73.912368,206,
6..S03R,40.804802,-73.912420,207,
6..S03R,40.804801,-73.912474,208,
6..S03R,40.804802,-73.912528,209,
6..S03R,40.804807,-73.912584,210,
6..S03R,40.804815,-73.912640,211,
6..S03R,40.804826,-73.912696,212,
6..S03R,40.804840,-73.912754,213,
6..S03R,40.804858,-73.912813,214,
6..S03R,40.804878,-73.912872,215,
6..S03R,40.804902,-73.912932,216,
6..S03R,40.805368,-73.914042,217,
6..S03R,40.807566,-73.919240,218,
6..S03R,40.810476,-73.926138,219,
6..S03R,40.810637,-73.926526,220,
6..S03R,40.810659,-73.926578,221,
6..S03R,40.810682,-73.926628,222,
6..S03R,40.810704,-73.926677,223,
6..S03R,40.810727,-73.926725,224,
6..S03R,40.810749,-73.926771,225,
6..S03R,40.810772,-73.926815,226,
6..S03R,40.810795,-73.926858,227,
6..S03R,40.810817,-73.926900,228,
6..S03R,40.810840,-73.926939,229,
6..S03R,40.810863,-73.926978,230,
6..S03R,40.810887,-73.927015,231,
6..S03R,40.810910,-73.927050,232,
6..S03R,40.810933,-73.927084,233,
6..S03R,40.810957,-73.927116,234,
6..S03R,40.810980,-73.927147,235,
6..S03R,40.812079,-73.928587,236,
6..S03R,40.812181,-73.928739,237,
6..S03R,40.812267,-73.928892,238,
6..S03R,40.812339,-73.929045,239,
6..S03R,40.812397,-73.929199,240,
6..S03R,40.812441,-73.929352,241,
6..S03R,40.812471,-73.929507,242,
6..S03R,40.812486,-73.929661,243,
6..S03R,40.812488,-73.929817,244,
6..S03R,40.812475,-73.929972,245,
6..S03R,40.812449,-73.930128,246,
6..S03R,40.812408,-73.930284,247,
6..S03R,40.812353,-73.930441,248,
6..S03R,40.812284,-73.930598,249,
6..S03R,40.812201,-73.930756,250,
6..S03R,40.812093,-73.930931,251,
6..S03R,40.808526,-73.934344,252,
6..S03R,40.808503,-73.934366,253,
6..S03R,40.808479,-73.934388,254,
6..S03R,40.808454,-73.934410,255,
6..S03R,40.808429,-73.934433,256,
6..S03R,40.808403,-73.934455,257,
6..S03R,40.808377,-73.934478,258,
6..S03R,40.808351,-73.934501,259,
6..S03R,40.808323,-73.934523,260,
6..S03R,40.808296,-73.934546,261,
6..S03R,40.808267,-73.934569,262,
6..S03R,40.808239,-73.934592,263,
6..S03R,40.808209,-73.934616,264,
6..S03R,40.808179,-73.934639,265,
6..S03R,40.808149,-73.934662,266,
6..S03R,40.808118,-73.934685,267,
6..S03R,40.804172,-73.937570,268,
6..S03R,40.804138,-73.937594,269,
6..S03R,40.798629,-73.941617,270,
6..S03R,40.795020,-73.944250,271,
6..S03R,40.790600,-73.947478,272,
6..S03R,40.785672,-73.951070,273,
6..S03R,40.779492,-73.955589,274,
6..S03R,40.773620,-73.959874,275,
6..S03R,40.768141,-73.963870,276,
6..S03R,40.762526,-73.967967,277,
6..S03R,40.757107,-73.971920,278,
6..S03R,40.752336,-73.975400,279,
6..S03R,40.752300,-73.975427,280,
6..S03R,40.752266,-73.975456,281,
6..S03R,40.752233,-73.975487,282,
6..S03R,40.752202,-73.975521,283,
6..S03R,40.752173,-73.975556,284,
6..S03R,40.752145,-73.975594,285,
6..S03R,40.752119,-73.975634,286,
6..S03R,40.752095,-73.975676,287,
6..S03R,40.752072,-73.975721,288,
6..S03R,40.752051,-73.975768,289,
6..S03R,40.752032,-73.975817,290,
6..S03R,40.752014,-73.975869,291,
6..S03R,40.751998,-73.975923,292,
6..S03R,40.751983,-73.975979,293,
6..S03R,40.751967,-73.976038,294,
6..S03R,40.751776,-73.976848,295,
6..S03R,40.751575,-73.977756,296,
6..S03R,40.751565,-73.977800,297,
6..S03R,40.751553,-73.977843,298,
6..S03R,40.751540,-73.977884,299,
6..S03R,40.751525,-73.977925,300,
6..S03R,40.751509,-73.977964,301,
6..S03R,40.751491,-73.978002,302,
6..S03R,40.751472,-73.978038,303,
6..S03R,40.751452,-73.978074,304,
6..S03R,40.751430,-73.978108,305,
6..S03R,40.751406,-73.978141,306,
6..S03R,40.751381,-73.978172,307,
6..S03R,40.751355,-73.978203,308,
6..S03R,40.751327,-73.978232,309,
6..S03R,40.751298,-73.978260,310,
6..S03R,40.751266,-73.978287,311,
6..S03R,40.746081,-73.982076,312,
6..S03R,40.743070,-73.984264,313,
6..S03R,40.739864,-73.986599,314,
6..S03R,40.735409,-73.989845,315,
6..S03R,40.735365,-73.989867,316,
6..S03R,40.735320,-73.989887,317,
6..S03R,40.735274,-73.989904,318,
6..S03R,40.735228,-73.989920,319,
6..S03R,40.735181,-73.989933,320,
6..S03R,40.735133,-73.989944,321,
6..S03R,40.735084,-73.989953,322,
6..S03R,40.735035,-73.989960,323,
6..S03R,40.734986,-73.989965,324,
6..S03R,40.734935,-73.989968,325,
6..S03R,40.734884,-73.989969,326,
6..S03R,40.734832,-73.989967,327,
6..S03R,40.734779,-73.989964,328,
6..S03R,40.734726,-73.989958,329,
6..S03R,40.734673,-73.989951,330,
6..S03R,40.734580,-73.989930,331,
6..S03R,40.734490,-73.989911,332,
6..S03R,40.734401,-73.989894,333,
6..S03R,40.734314,-73.989880,334,
6..S03R,40.734228,-73.989867,335,
6..S03R,40.734145,-73.989857,336,
6..S03R,40.734063,-73.989849,337,
6..S03R,40.733983,-73.989843,338,
6..S03R,40.733905,-73.989840,339,
6..S03R,40.733829,-73.989838,340,
6..S03R,40.733755,-73.989839,341,
6..S03R,40.733682,-73.989842,342,
6..S03R,40.733612,-73.989847,343,
6..S03R,40.733543,-73.989854,344,
6..S03R,40.733476,-73.989863,345,
6..S03R,40.731008,-73.990453,346,
6..S03R,40.730923,-73.990468,347,
6..S03R,40.730843,-73.990488,348,
6..S03R,40.730765,-73.990511,349,
6..S03R,40.730690,-73.990538,350,
6..S03R,40.730618,-73.990569,351,
6..S03R,40.730548,-73.990603,352,
6..S03R,40.730482,-73.990641,353,
6..S03R,40.730419,-73.990682,354,
6..S03R,40.730358,-73.990727,355,
6..S03R,40.730300,-73.990775,356,
6..S03R,40.730246,-73.990827,357,
6..S03R,40.730194,-73.990882,358,
6..S03R,40.730144,-73.990941,359,
6..S03R,40.730098,-73.991003,360,
6..S03R,40.730054,-73.991070,361,
6..S03R,40.730023,-73.991125,362,
6..S03R,40.729991,-73.991178,363,
6..S03R,40.729958,-73.991229,364,
6..S03R,40.729925,-73.991280,365,
6..S03R,40.729891,-73.991328,366,
6..S03R,40.729856,-73.991376,367,
6..S03R,40.729821,-73.991422,368,
6..S03R,40.729785,-73.991466,369,
6..S03R,40.729748,-73.991509,370,
6..S03R,40.729711,-73.991551,371,
6..S03R,40.729673,-73.991592,372,
6..S03R,40.729634,-73.991631,373,
6..S03R,40.729595,-73.991669,374,
6..S03R,40.729555,-73.991705,375,
6..S03R,40.729514,-73.991740,376,
6..S03R,40.727308,-73.993622,377,
6..S03R,40.725915,-73.994659,378,
6..S03R,40.723654,-73.996498,379,
6..S03R,40.723631,-73.996519,380,
6..S03R,40.723607,-73.996540,381,
6..S03R,40.723584,-73.996560,382,
6..S03R,40.723560,-73.996579,383,
6..S03R,40.723536,-73.996597,384,
6..S03R,40.723512,-73.996614,385,
6..S03R,40.723488,-73.996631,386,
6..S03R,40.723464,-73.996647,387,
6..S03R,40.723439,-73.996662,388,
6..S03R,40.723415,-73.996676,389,
6..S03R,40.723390,-73.996690,390,
6..S03R,40.723365,-73.996702,391,
6..S03R,40.723340,-73.996714,392,
6..S03R,40.723314,-73.996726,393,
6..S03R,40.723289,-73.996736,394,
6..S03R,40.722521,-73.997029,395,
6..S03R,40.722507,-73.997035,396,
6..S03R,40.722492,-73.997041,397,
6..S03R,40.722478,-73.997047,398,
6..S03R,40.722464,-73.997053,399,
6..S03R,40.722450,-73.997060,400,
6..S03R,40.722435,-73.997066,401,
6..S03R,40.722421,-73.997073,402,
6..S03R,40.722407,-73.997081,403,
6..S03R,40.722393,-73.997088,404,
6..S03R,40.722379,-73.997096,405,
6..S03R,40.722364,-73.997104,406,
6..S03R,40.722350,-73.997112,407,
6..S03R,40.722336,-73.997120,408,
6..S03R,40.722322,-73.997128,409,
6..S03R,40.722301,-73.997141,410,
6..S03R,40.722285,-73.997151,411,
6..S03R,40.722273,-73.997158,412,
6..S03R,40.722261,-73.997166,413,
6..S03R,40.722249,-73.997174,414,
6..S03R,40.722237,-73.997183,415,
6..S03R,40.722225,-73.997191,416,
6..S03R,40.722213,-73.997201,417,
6..S03R,40.722201,-73.997210,418,
6..S03R,40.722188,-73.997220,419,
6..S03R,40.722176,-73.997231,420,
6..S03R,40.722163,-73.997241,421,
6..S03R,40.722151,-73.997253,422,
6..S03R,40.722138,-73.997264,423,
6..S03R,40.722125,-73.997276,424,
6..S03R,40.720055,-73.999049,425,
6..S03R,40.718803,-74.000193,426,
6..S03R,40.715827,-74.002859,427,
6..S03R,40.715800,-74.002883,428,
6..S03R,40.715772,-74.002905,429,
6..S03R,40.715744,-74.002925,430,
6..S03R,40.715716,-74.002945,431,
6..S03R,40.715687,-74.002963,432,
6..S03R,40.715657,-74.002979,433,
6..S03R,40.715627,-74.002994,434,
6..S03R,40.715597,-74.003008,435,
6..S03R,40.715566,-74.003020,436,
6..S03R,40.715535,-74.003031,437,
6..S03R,40.715503,-74.003040,438,
6..S03R,40.715471,-74.003048,439,
6..S03R,40.715438,-74.003054,440,
6..S03R,40.715405,-74.003059,441,
6..S03R,40.715371,-74.003063,442,
6..S03R,40.714559,-74.003165,443,
6..S03R,40.714504,-74.003166,444,
6..S03R,40.714449,-74.003170,445,
6..S03R,40.714396,-74.003176,446,
6..S03R,40.714345,-74.003184,447,
6..S03R,40.714294,-74.003195,448,
6..S03R,40.714244,-74.003209,449,
6..S03R,40.714196,-74.003224,450,
6..S03R,40.714149,-74.003242,451,
6..S03R,40.714102,-74.003263,452,
6..S03R,40.714057,-74.003286,453,
6..S03R,40.714014,-74.003311,454,
6..S03R,40.713971,-74.003339,455,
6..S03R,40.713930,-74.003369,456,
6..S03R,40.713889,-74.003402,457,
6..S03R,40.713850,-74.003437,458,
6..S03R,40.713065,-74.004131,459,
A..N55R,40.603995,-73.755405,0,
A..N55R,40.603729,-73.755898,1,
A..N55R,40.603715,-73.755925,2,
A..N55R,40.603701,-73.755953,3,
A..N55R,40.603687,-73.755980,4,
A..N55R,40.603673,-73.756007,5,
A..N55R,40.603658,-73.756035,6,
A..N55R,40.603644,-73.756062,7,
A..N55R,40.603629,-73.756089,8,
A..N55R,40.603613,-73.756117,9,
A..N55R,40.603598,-73.756144,10,
A..N55R,40.603582,-73.756172,11,
A..N55R,40.603566,-73.756199,12,
A..N55R,40.603550,-73.756226,13,
A..N55R,40.603534,-73.756254,14,
A..N55R,40.603518,-73.756281,15,
A..N55R,40.603501,-73.756309,16,
A..N55R,40.603349,-73.756581,17,
A..N55R,40.603327,-73.756619,18,
A..N55R,40.603304,-73.756658,19,
A..N55R,40.603281,-73.756698,20,
A..N55R,40.603258,-73.756738,21,
A..N55R,40.603234,-73.756780,22,
A..N55R,40.603210,-73.756822,23,
A..N55R,40.603186,-73.756865,24,
A..N55R,40.603162,-73.756909,25,
A..N55R,40.603137,-73.756954,26,
A..N55R,40.603112,-73.757000,27,
A..N55R,40.603087,-73.757046,28,
A..N55R,40.603062,-73.757094,29,
A..N55R,40.603036,-73.757142,30,
A..N55R,40.603010,-73.757191,31,
A..N55R,40.602984,-73.757241,32,
A..N55R,40.602381,-73.758375,33,
A..N55R,40.602254,-73.758606,34,
A..N55R,40.602124,-73.758830,35,
A..N55R,40.601993,-73.759048,36,
A..N55R,40.601859,-73.759260,37,
A..N55R,40.601724,-73.759466,38,
A..N55R,40.601587,-73.759665,39,
A..N55R,40.601447,-73.759859,40,
A..N55R,40.601306,-73.760046,41,
A..N55R,40.601163,-73.760227,42,
A..N55R,40.601017,-73.760401,43,
A..N55R,40.600870,-73.760570,44,
A..N55R,40.600721,-73.760732,45,
A..N55R,40.600570,-73.760888,46,
A..N55R,40.600416,-73.761038,47,
A..N55R,40.600262,-73.761181,48,
A..N55R,40.600066,-73.761353,49,
A..N55R,40.599257,-73.762051,50,
A..N55R,40.599204,-73.762101,51,
A..N55R,40.599150,-73.762153,52,
A..N55R,40.599097,-73.762206,53,
A..N55R,40.599045,-73.762262,54,
A..N55R,40.598994,-73.762319,55,
A..N55R,40.598943,-73.762377,56,
A..N55R,40.598893,-73.762438,57,
A..N55R,40.598843,-73.762500,58,
A..N55R,40.598795,-73.762564,59,
A..N55R,40.598747,-73.762630,60,
A..N55R,40.598699,-73.762698,61,
A..N55R,40.598653,-73.762767,62,
A..N55R,40.598607,-73.762838,63,
A..N55R,40.598562,-73.762911,64,
A..N55R,40.598518,-73.762987,65,
A..N55R,40.595398,-73.768175,66,
A..N55R,40.594053,-73.770405,67,
A..N55R,40.593974,-73.770540,68,
A..N55R,40.593898,-73.770679,69,
A..N55R,40.593826,-73.770821,70,
A..N55R,40.593758,-73.770966,71,
A..N55R,40.593694,-73.771115,72,
A..N55R,40.593634,-73.771268,73,
A..N55R,40.593578,-73.771424,74,
A..N55R,40.593525,-73.771583,75,
A..N55R,40.593477,-73.771746,76,
A..N55R,40.593432,-73.771913,77,
A..N55R,40.593392,-73.772082,78,
A..N55R,40.593355,-73.772256,79,
A..N55R,40.593322,-73.772433,80,
A..N55R,40.593293,-73.772613,81,
A..N55R,40.593269,-73.772796,82,
A..N55R,40.592943,-73.776013,83,
A..N55R,40.592222,-73.783159,84,
A..N55R,40.592206,-73.783330,85,
A..N55R,40.592192,-73.783500,86,
A..N55R,40.592179,-73.783668,87,
A..N55R,40.592169,-73.783836,88,
A..N55R,40.592161,-73.784004,89,
A..N55R,40.592155,-73.784170,90,
A..N55R,40.592150,-73.784336,91,
A..N55R,40.592148,-73.784502,92,
A..N55R,40.592148,-73.784666,93,
A..N55R,40.592149,-73.784830,94,
A..N55R,40.592153,-73.784993,95,
A..N55R,40.592158,-73.785156,96,
A..N55R,40.592166,-73.785317,97,
A..N55R,40.592176,-73.785479,98,
A..N55R,40.592187,-73.785638,99,
A..N55R,40.592320,-73.787287,100,
A..N55R,40.592326,-73.787362,101,
A..N55R,40.592331,-73.787439,102,
A..N55R,40.592337,-73.787517,103,
A..N55R,40.592341,-73.787596,104,
A..N55R,40.592346,-73.787676,105,
A..N55R,40.592350,-73.787756,106,
A..N55R,40.592354,-73.787838,107,
A..N55R,40.592358,-73.787920,108,
A..N55R,40.592361,-73.788004,109,
A..N55R,40.592364,-73.788088,110,
A..N55R,40.592367,-73.788173,111,
A..N55R,40.592369,-73.788259,112,
A..N55R,40.592371,-73.788346,113,
A..N55R,40.592373,-73.788434,114,
A..N55R,40.592374,-73.788522,115,
A..N55R,40.592373,-73.788732,116,
A..N55R,40.592370,-73.788935,117,
A..N55R,40.592366,-73.789130,118,
A..N55R,40.592360,-73.789318,119,
A..N55R,40.592352,-73.789498,120,
A..N55R,40.592343,-73.789671,121,
A..N55R,40.592332,-73.789836,122,
A..N55R,40.592319,-73.789994,123,
A..N55R,40.592305,-73.790144,124,
A..N55R,40.592289,-73.790287,125,
A..N55R,40.592272,-73.790423,126,
A..N55R,40.592253,-73.790551,127,
A..N55R,40.592232,-73.790671,128,
A..N55R,40.592209,-73.790784,129,
A..N55R,40.592186,-73.790890,130,
A..N55R,40.591336,-73.794251,131,
A..N55R,40.591318,-73.794327,132,
A..N55R,40.591301,-73.794404,133,
A..N55R,40.591284,-73.794481,134,
A..N55R,40.591268,-73.794559,135,
A..N55R,40.591252,-73.794637,136,
A..N55R,40.591236,-73.794716,137,
A..N55R,40.591221,-73.794795,138,
A..N55R,40.591206,-73.794875,139,
A..N55R,40.591191,-73.794955,140,
A..N55R,40.591177,-73.795036,141,
A..N55R,40.591163,-73.795117,142,
A..N55R,40.591149,-73.795199,143,
A..N55R,40.591136,-73.795281,144,
A..N55R,40.591123,-73.795364,145,
A..N55R,40.591110,-73.795446,146,
A..N55R,40.590927,-73.796924,147,
A..N55R,40.590214,-73.802733,148,
A..N55R,40.590199,-73.802858,149,
A..N55R,40.590189,-73.802987,150,
A..N55R,40.590182,-73.803118,151,
A..N55R,40.590179,-73.803252,152,
A..N55R,40.590179,-73.803388,153,
A..N55R,40.590182,-73.803526,154,
A..N55R,40.590189,-73.803667,155,
A..N55R,40.590200,-73.803810,156,
A..N55R,40.590213,-73.803955,157,
A..N55R,40.590230,-73.804103,158,
A..N55R,40.590251,-73.804254,159,
A..N55R,40.590275,-73.804406,160,
A..N55R,40.590302,-73.804562,161,
A..N55R,40.590333,-73.804719,162,
A..N55R,40.590367,-73.804877,163,
A..N55R,40.590713,-73.806332,164,
A..N55R,40.590788,-73.806647,165,
A..N55R,40.590876,-73.806945,166,
A..N55R,40.590976,-73.807227,167,
A..N55R,40.591089,-73.807494,168,
A..N55R,40.591213,-73.807746,169,
A..N55R,40.591350,-73.807982,170,
A..N55R,40.591499,-73.808203,171,
A..N55R,40.591660,-73.808409,172,
A..N55R,40.591833,-73.808599,173,
A..N55R,40.592018,-73.808775,174,
A..N55R,40.592216,-73.808935,175,
A..N55R,40.592425,-73.809079,176,
A..N55R,40.592647,-73.809208,177,
A..N55R,40.592881,-73.809322,178,
A..N55R,40.593127,-73.809421,179,
A..N55R,40.607677,-73.815653,180,
A..N55R,40.607698,-73.815661,181,
A..N55R,40.607719,-73.815670,182,
A..N55R,40.607740,-73.815678,183,
A..N55R,40.607760,-73.815687,184,
A..N55R,40.607781,-73.815696,185,
A..N55R,40.607801,-73.815704,186,
A..N55R,40.607822,-73.815713,187,
A..N55R,40.607842,-73.815721,188,
A..N55R,40.607862,-73.815730,189,
A..N55R,40.607883,-73.815738,190,
A..N55R,40.607903,-73.815746,191,
A..N55R,40.607923,-73.815754,192,
A..N55R,40.607942,-73.815762,193,
A..N55R,40.607962,-73.815770,194,
A..N55R,40.607982,-73.815778,195,
A..N55R,40.608060,-73.815808,196,
A..N55R,40.608140,-73.815838,197,
A..N55R,40.608220,-73.815867,198,
A..N55R,40.608300,-73.815896,199,
A..N55R,40.608382,-73.815925,200,
A..N55R,40.608465,-73.815954,201,
A..N55R,40.608548,-73.815982,202,
A..N55R,40.608632,-73.816010,203,
A..N55R,40.608717,-73.816038,204,
A..N55R,40.608803,-73.816065,205,
A..N55R,40.608890,-73.816092,206,
A..N55R,40.608977,-73.816119,207,
A..N55R,40.609066,-73.816145,208,
A..N55R,40.609155,-73.816171,209,
A..N55R,40.609245,-73.816197,210,
A..N55R,40.656136,-73.828420,211,
A..N55R,40.656261,-73.828456,212,
A..N55R,40.656385,-73.828493,213,
A..N55R,40.656508,-73.828531,214,
A..N55R,40.656629,-73.828571,215,
A..N55R,40.656750,-73.828611,216,
A..N55R,40.656870,-73.828652,217,
A..N55R,40.656988,-73.828694,218,
A..N55R,40.657106,-73.828737,219,
A..N55R,40.657222,-73.828780,220,
A..N55R,40.657337,-73.828825,221,
A..N55R,40.657451,-73.828870,222,
A..N55R,40.657564,-73.828917,223,
A..N55R,40.657676,-73.828964,224,
A..N55R,40.657787,-73.829012,225,
A..N55R,40.657898,-73.829062,226,
A..N55R,40.660476,-73.830301,227,
A..N55R,40.668234,-73.834058,228,
A..N55R,40.672097,-73.835919,229,
A..N55R,40.677879,-73.838715,230,
A..N55R,40.677921,-73.838734,231,
A..N55R,40.677965,-73.838754,232,
A..N55R,40.678009,-73.838775,233,
A..N55R,40.678055,-73.838797,234,
A..N55R,40.678102,-73.838819,235,
A..N55R,40.678150,-73.838843,236,
A..N55R,40.678199,-73.838867,237,
A..N55R,40.678249,-73.838893,238,
A..N55R,40.678301,-73.838919,239,
A..N55R,40.678353,-73.838946,240,
A..N55R,40.678407,-73.838974,241,
A..N55R,40.678461,-73.839003,242,
A..N55R,40.678517,-73.839033,243,
A..N55R,40.678574,-73.839063,244,
A..N55R,40.678632,-73.839095,245,
A..N55R,40.680272,-73.840071,246,
A..N55R,40.680367,-73.840138,247,
A..N55R,40.680455,-73.840210,248,
A..N55R,40.680534,-73.840289,249,
A..N55R,40.680605,-73.840373,250,
A..N55R,40.680667,-73.840463,251,
A..N55R,40.680722,-73.840559,252,
A..N55R,40.680768,-73.840661,253,
A..N55R,40.680806,-73.840769,254,
A..N55R,40.680836,-73.840882,255,
A..N55R,40.680857,-73.841001,256,
A..N55R,40.680871,-73.841127,257,
A..N55R,40.680876,-73.841258,258,
A..N55R,40.680873,-73.841395,259,
A..N55R,40.680861,-73.841537,260,
A..N55R,40.680843,-73.841687,261,
A..N55R,40.680429,-73.843853,262,
A..N55R,40.680357,-73.844224,263,
A..N55R,40.680345,-73.844289,264,
A..N55R,40.680333,-73.844356,265,
A..N55R,40.680322,-73.844422,266,
A..N55R,40.680312,-73.844490,267,
A..N55R,40.680302,-73.844557,268,
A..N55R,40.680292,-73.844626,269,
A..N55R,40.680283,-73.844695,270,
A..N55R,40.680275,-73.844765,271,
A..N55R,40.680267,-73.844835,272,
A..N55R,40.680259,-73.844906,273,
A..N55R,40.680252,-73.844978,274,
A..N55R,40.680246,-73.845050,275,
A..N55R,40.680240,-73.845123,276,
A..N55R,40.680234,-73.845197,277,
A..N55R,40.680229,-73.845271,278,
A..N55R,40.679843,-73.851470,279,
A..N55R,40.679371,-73.858992,280,
A..N55R,40.679287,-73.860342,281,
A..N55R,40.679285,-73.860372,282,
A..N55R,40.679283,-73.860402,283,
A..N55R,40.679281,-73.860432,284,
A..N55R,40.679278,-73.860462,285,
A..N55R,40.679275,-73.860492,286,
A..N55R,40.679271,-73.860522,287,
A..N55R,40.679267,-73.860552,288,
A..N55R,40.679263,-73.860582,289,
A..N55R,40.679258,-73.860612,290,
A..N55R,40.679253,-73.860642,291,
A..N55R,40.679248,-73.860673,292,
A..N55R,40.679242,-73.860703,293,
A..N55R,40.679236,-73.860733,294,
A..N55R,40.679230,-73.860764,295,
A..N55R,40.679223,-73.860794,296,
A..N55R,40.678935,-73.861871,297,
A..N55R,40.678912,-73.861947,298,
A..N55R,40.678888,-73.862023,299,
A..N55R,40.678862,-73.862097,300,
A..N55R,40.678836,-73.862171,301,
A..N55R,40.678808,-73.862244,302,
A..N55R,40.678779,-73.862315,303,
A..N55R,40.678749,-73.862386,304,
A..N55R,40.678718,-73.862456,305,
A..N55R,40.678686,-73.862525,306,
A..N55R,40.678653,-73.862592,307,
A..N55R,40.678618,-73.862659,308,
A..N55R,40.678583,-73.862725,309,
A..N55R,40.678546,-73.862790,310,
A..N55R,40.678508,-73.862854,311,
A..N55R,40.678469,-73.862917,312,
A..N55R,40.677044,-73.865050,313,
A..N55R,40.676558,-73.865742,314,
A..N55R,40.676522,-73.865795,315,
A..N55R,40.676487,-73.865850,316,
A..N55R,40.676454,-73.865905,317,
A..N55R,40.676422,-73.865961,318,
